ID,jobTitle,companyName,jobLocation,jobSummary
1,Data Scientist,Aetna,"New York, NY 10008 (Financial District area)","Demonstrates proficiency in several areas of data modeling, machine learning algorithms, statistical analysis, data engineering and data visualization...."
2,Data Scientist I,AIG,"New York, NY","Data Scientists collaborate with AIG’s Life and Retirement businesses across multiple functions, including product, distribution, marketing, operations, and..."
3,Data Scientist,Disney Streaming Services,"New York, NY","The Data Scientist is a critical position within DSS and in the Data organization who specializes in applying machine learning methods to meet optimization,..."
4,Data Scientist (Data Startup),Averity,"New York, NY",We use sophisticated machine learning and AI for data extraction to provide predictive analytics and market insight to our client base....
5,"Associate Scientist (Discovery Team), Cell Biology",Firmenich Inc.,"New York, NY 10022 (Midtown area)",Perform in vitro functional assays and subsequent data analysis/interpretation as part of collaborative effort with a team of scientists....
6,Sr. Data Scientist,Vibrant Emotional Health,"New York, NY 10004 (Financial District area)","Senior Data Scientist. Experience communicating with domain stakeholders in health or mental health. As Senior Data Scientist and team lead, you will use..."
7,2019 University Graduate - Data Scientist I/II - UberEverything - New York,Uber,"New York, NY 10018 (Clinton area)","To solve these problems, data scientists leverage unique data sources diverse in both geographical and temporal dimensions and in both structured (data from app..."
8,"Research Analyst, People Analytics",Google,"New York, NY 10011 (Chelsea area)","Experience using SQL to clean data. We are a group of social scientists, with research backgrounds, who conduct experimental, survey, and archival research to..."
9,Data Scientist,PepsiCo,"New York, NY 10017 (Midtown area)","PepsiCo’s Data Science and Analytics group is a team of data scientists, technology specialists, and business innovators who operate within eCommerce to build..."
10,Junior Data Scientist,1-800-Flowers.com,"New York, NY","As Junior Data Scientist, you will be responsible for collecting, cleaning, and extracting data from a variety of systems at 1-800-flowers with intention to run..."
11,"Research Analyst, People Analytics Research",Google,"New York, NY 10011 (Chelsea area)","We are a group of social scientists who conduct experimental, survey, and archival research to inform people-related business decisions...."
12,"Data Scientist, Advanced Marketing Analytics",Spotify,"New York, NY 10011 (Chelsea area)","Spotify is seeking a Data Scientist, Advanced Marketing Analytics to build advanced marketing analytics solutions...."
13,Junior Data Scientist,Viacom,"New York, NY 10036","Knowledge of algorithms for data mining, machine learning, and/or natural language processing. Experienced user of data visualization tools (e.g...."
14,Data Scientist – Personalization,Spotify,"New York, NY 10011 (Chelsea area)","Mentor and coach other data scientists. We are seeking a Data Scientist to join our Product Insights team, focusing on Personalization...."
15,Data Scientist - Machine Learning,American Express,"New York, NY",This role is ideal for someone who wants to develop a research & development career in the digital payments space while learning and applying related machine...
16,"Data Scientist, Sales",Slack,"New York, NY","Slack is looking for experienced data scientists to join our Business Technology Sales Analytics team and help drive the understanding, growth, and success of..."
17,"Staff Data Scientist - Technology - New York, NY",Finra,"New York, NY 10005 (Financial District area)",A Staff Data Scientist for Market Regulation Technology will support the establishment of data science and machine learning best practices as FINRA moves to...
18,AI Scientist,Accrete.AI,"New York, NY 10004 (Financial District area)","Two to three years of experience with Artificial Intelligence, Quantitative and Qualitative Analytics, Deep Learning, Machine Learning, Natural Language..."
19,AI Scientist,Accrete.AI,"New York, NY 10004 (Financial District area)","Two to three years of experience with Artificial Intelligence, Quantitative and Qualitative Analytics, Deep Learning, Machine Learning, Natural Language..."
20,Data Scientist I,AIG,"New York, NY","Data Scientists collaborate with AIG’s Life and Retirement businesses across multiple functions, including product, distribution, marketing, operations, and..."
21,Data Scientist,Disney Streaming Services,"New York, NY","The Data Scientist is a critical position within DSS and in the Data organization who specializes in applying machine learning methods to meet optimization,..."
22,Data Scientist (Data Startup),Averity,"New York, NY",We use sophisticated machine learning and AI for data extraction to provide predictive analytics and market insight to our client base....
23,"Associate Scientist (Discovery Team), Cell Biology",Firmenich Inc.,"New York, NY 10022 (Midtown area)",Perform in vitro functional assays and subsequent data analysis/interpretation as part of collaborative effort with a team of scientists....
24,Sr. Data Scientist,Vibrant Emotional Health,"New York, NY 10004 (Financial District area)","Senior Data Scientist. Experience communicating with domain stakeholders in health or mental health. As Senior Data Scientist and team lead, you will use..."
25,"Data Analytics Engineer, Experimentation",Spotify,"New York, NY 10011 (Chelsea area)","In order to help us achieve this, the Analytics Engineer will build out an efficient analytics data suite so that we can create common data layers, build..."
26,Principal Data Scientist,AETNA,"New York, NY 10016 (Gramercy area)","Looking for opportunities to use cutting edge technologies analyzing petabytes of data in a world class Hadoop cluster, generating insights to guide consumers..."
27,Data Scientist,"Amazon Web Services, Inc.","New York, NY","Publications or presentation in recognized Machine Learning, Deep Learning and Data Mining journals/conferences...."
28,Data & Insight Analyst 1,Mars,"New York, NY","Use machine learning techniques, visualizations, statistical analysis, etc., to gain insight into various data sets – some readily available, and some you..."
29,Data Analytics Analyst / Associate,Morgan Stanley,"New York, NY","Technical Qualifications• Experience with using data profiling tools to query the data, identify anomalies, gaps and issues • Experience in Python and/or R..."
30,Data Scientist,AETNA,"New York, NY 10016 (Gramercy area)","Demonstrates proficiency in several areas of data modeling, machine learning algorithms, statistical analysis, data engineering and data visualization...."
31,Associate Data Scientist,Viacom,"New York, NY 10036","In this role, you will join an exciting new department at Viacom (Content Innovation Analytics ) that touches all of the hottest topics in the TV research..."
32,Quantitative Analyst,HSBC,"New York, NY","Programming in at least one languages (Python, R, Matlab or C++). Review and validate FO derivative pricing models, valuation adjustment models, eTrading Algo..."
33,eCommerce Data Reporting Analyst,PepsiCo,"New York, NY 10017 (Midtown area)","PepsiCo’s Data Science and Analytics group is a team of data scientists, technology specialists, and business innovators who operate within eCommerce to build..."
34,"Senior Analyst, Data and Analysis",Digitas,"New York, NY 10104 (Midtown area)","The Data & Analysis team uses data-driven insights to fuel strategic growth for clients. <U+2726> Instituting frameworks across project and campaign lifecycles,..."
35,"Staff Data Scientist - Technology - New York, NY",Finra,"New York, NY 10005 (Financial District area)",A Staff Data Scientist for Market Regulation Technology will support the establishment of data science and machine learning best practices as FINRA moves to...
36,Data Scientist,Aetna,"New York, NY 10008 (Financial District area)","Demonstrates proficiency in several areas of data modeling, machine learning algorithms, statistical analysis, data engineering and data visualization...."
37,Data Scientist I,AIG,"New York, NY","Data Scientists collaborate with AIG’s Life and Retirement businesses across multiple functions, including product, distribution, marketing, operations, and..."
38,"Staff Data Scientist - Technology - New York, NY",Finra,"New York, NY 10005 (Financial District area)",A Staff Data Scientist for Market Regulation Technology will support the establishment of data science and machine learning best practices as FINRA moves to...
39,Data Scientist,Aetna,"New York, NY 10008 (Financial District area)","Demonstrates proficiency in several areas of data modeling, machine learning algorithms, statistical analysis, data engineering and data visualization...."
40,Data Scientist,Butterfly Network,"New York, NY",Deep experience with Python data science ecosystem:. 3 + years of data science experience. We are looking for a highly motivated and experienced data scientist...
41,Data Scientist,Citizen,"New York, NY","Distilling questions, wrangling data, and driving decisions with data analytics. Work with Engineering to evangelize data best practices and implement data..."
42,Data Scientist,Civis Analytics,"New York, NY",The political R&D group is seeking a Data Scientist to join our team of data scientists and strategists in New York City....
43,Data Scientist,Eyeview,"New York, NY 10011 (Chelsea area)","Python along with experience in the various machine learning, scientific computing, and data visualization libraries (numpy, scipy, sklearn, pandas, matplotlib,..."
44,Junior Data Scientist,Interactive Brokers,"New York, NY","The junior data scientist role will use data to help us better understand who our clients are, how they engage with our products and services and how we can..."
45,"Data Scientist, Inference",Etsy,"New York, NY",Etsy is looking for a Data Scientist focusing on Causal Inference and Experimental Design to join our Data Science - Machine Learning team in Brooklyn....
46,Data Scientist,Reonomy,"New York, NY",Creating data systems that ensure quality and consistency on our data platform. We are creating a best-in-class data infrastructure which intelligently links...
47,Senior Data Scientist,Amplicare,"New York, NY 10001 (Chelsea area)","Experience with data visualization tools, such as D3.js, GGplot, Neo4j. Excellent understanding of machine learning techniques and algorithms, such as k-NN,..."
48,Data Scientist,AETNA,"New York, NY 10016 (Gramercy area)","Demonstrates proficiency in several areas of data modeling, machine learning algorithms, statistical analysis, data engineering and data visualization...."
49,"Data Scientist, Recommendation and Ranking",Etsy,"New York, NY",Etsy is looking for a Data Scientist focusing on Recommendation and Ranking to join our Data Science - Machine Learning team in Brooklyn....
50,Data Scientist (Data Startup),Averity,"New York, NY",We use sophisticated machine learning and AI for data extraction to provide predictive analytics and market insight to our client base....
51,Data Scientist,Disney Streaming Services,"New York, NY","The Data Scientist is a critical position within DSS and in the Data organization who specializes in applying machine learning methods to meet optimization,..."
52,AI Scientist,Accrete.AI,"New York, NY 10004 (Financial District area)","Two to three years of experience with Artificial Intelligence, Quantitative and Qualitative Analytics, Deep Learning, Machine Learning, Natural Language..."
53,Data Scientist I,AIG,"New York, NY","Data Scientists collaborate with AIG’s Life and Retirement businesses across multiple functions, including product, distribution, marketing, operations, and..."
54,Data Scientist,Disney Streaming Services,"New York, NY",3+ years of experience as a Data Scientist in technology sector. The Data Scientist is a critical position within DSS and in the Data organization who...
55,Data Scientist,Aetna,"New York, NY 10008 (Financial District area)","Demonstrates proficiency in several areas of data modeling, machine learning algorithms, statistical analysis, data engineering and data visualization...."
56,Data Scientist,Movado,"New York, NY 10018 (Clinton area)",The Data Scientist is responsible for developing big data analytics roadmap. Expert proficiency with big data analytics technology....
57,"Analyst, Data and Analysis",Digitas,"New York, NY 10104 (Midtown area)",Analyst – Data & Analysis. We believe that data should never exist in a vacuum; The Data & Analysis team uses data-driven insights to fuel strategic growth for...
58,Data Scientist,Rent the Runway,"New York, NY",Mine the data ecosystem & find fruitful signals. Passion for data and its ability to drive serious business impact....
59,Data Scientist – Content Marketing Acquisition,Spotify,"New York, NY 10011 (Chelsea area)",We are looking for a Data Scientist to join our team that will lead experimentation efforts in key marketing channels....
60,"Research Analyst, Performance Management Design",Google,"New York, NY 10011 (Chelsea area)","Experience using data to conduct statistical analyses and test hypotheses (e.g., correlation, regression, factor analysis, t-test, ANOVA)...."
61,"Data Scientist, Product",Squarespace,"New York, NY 10013 (Tribeca area)",We're looking for Data Scientists who are passionate about generating actionable insights to drive product decisions across the business....
62,"Data Scientist, Global Premium Services",Google,"New York, NY 10011 (Chelsea area)",Strong SQL and big data experience. As a Data Scientist you will work closely with our largest clients and produce innovative and actionable quantitative models...
63,"Data Scientist, Licensing Operations",Spotify,"New York, NY 10011 (Chelsea area)",Partner with other licensing data scientists to drive business insights on labels and publishers. Partner with licensing data scientists and the broader...
64,Sr. Data Scientist – Data for Insights Practice,Spotify,"New York, NY 10011 (Chelsea area)","Preparing data for your own ad hoc data science projects, enterprise data warehousing and/or modelling data for software applications)...."
65,"Associate, Artificial Intelligence & Machine Learning",Penguin Random House LLC,"New York, NY 10019 (Midtown area)",Experience in Data Modeling and Architecture. Familiarity with data analysis and visualization in Python. Help us discover text and data relationships to drive...
66,Data Scientist (Data Startup),Averity,"New York, NY",We are growing quickly and need the brainpower and curiosity of great Data Scientists to help us grow. Experience using alternative data in a production...
67,"Staff Data Scientist - Technology - New York, NY",Finra,"New York, NY 10005 (Financial District area)",Collaborate with Data Engineers to specify Data Framework features. A Staff Data Scientist for Market Regulation Technology will support the establishment of...
68,AI Scientist,Accrete.AI,"New York, NY 10004 (Financial District area)","Experience working with datasets, and strong interest in deep data analysis – you need to be a detective at heart...."
69,Data Engineer,The New York Times,"New York, NY 10036","You are comfortable collaborating with engineers from other teams, product owners, business teams, and data analysts and data scientists...."
70,Principal Data Scientist,Capital One,"New York, NY 10261 (Murray Hill area)","Principal Data Scientist. Collaborating with data engineers, data scientists, product managers, and other business analysts to create winning technology that..."
71,"Principal Associate, Data Scientist",Capital One,"New York, NY 10261 (Murray Hill area)","Principal Associate, Data Scientist. Bachelor’s Degree plus 2 years of experience in data analytics, or Master’s Degree plus 1 year of experience in data..."
72,"Research Engineer, AI (University Grad)",Facebook,"New York, NY 10017 (Midtown area)",Experience building systems based on machine learning (especially deep learning) methods. Collaborate with Facebook AI Research (FAIR) Scientists to facilitate...
73,Senior Data Scientist,Amplicare,"New York, NY 10001 (Chelsea area)","Experience with data visualization tools, such as D3.js, GGplot, Neo4j. Excellent understanding of machine learning techniques and algorithms, such as k-NN,..."
74,Data Scientist,Movado,"New York, NY 10018 (Clinton area)","The Data Scientist is responsible for developing big data analytics roadmap. 3+ years’ experience in digital analytics, advanced analytics, statistical analysis..."
75,Data Scientist,Fareportal Inc.,"New York, NY 10020 (Midtown area)","You will have some of the richest and most robust data at your fingertips across multiple subject areas (e.g., travel trends, flight patterns, clickstreams,..."
76,"Data Scientist, Accounting",Spotify,"New York, NY 10011 (Chelsea area)",You have worked in data analytics for a minimum of 2 years with relevant experience with accounting and financial data analysis....
77,Research Analyst,AMC Networks Inc.,"New York, NY",The Analyst will be involved in all aspects of research (outside of Ad Sales) and will work closely with the research team to turn large data sets into clear...
78,"Custom Insights, Research Analyst",Conde Nast,"New York, NY 10007 (Financial District area)","Reporting to the Custom Insights Director and supporting the Custom Insights Team (part of the Research, Analytics and Audience Development department,) this..."
79,Data Scientist (Data Startup),Averity,"New York, NY",We use sophisticated machine learning and AI for data extraction to provide predictive analytics and market insight to our client base....
80,Data Scientist,Disney Streaming Services,"New York, NY","The Data Scientist is a critical position within DSS and in the Data organization who specializes in applying machine learning methods to meet optimization,..."
81,Data Scientist,Aetna,"New York, NY 10008 (Financial District area)","Demonstrates proficiency in several areas of data modeling, machine learning algorithms, statistical analysis, data engineering and data visualization...."
82,AI Scientist,Accrete.AI,"New York, NY 10004 (Financial District area)","Two to three years of experience with Artificial Intelligence, Quantitative and Qualitative Analytics, Deep Learning, Machine Learning, Natural Language..."
83,Data Scientist I,AIG,"New York, NY","Data Scientists collaborate with AIG’s Life and Retirement businesses across multiple functions, including product, distribution, marketing, operations, and..."
84,"Staff Data Scientist - Technology - New York, NY",Finra,"New York, NY 10005 (Financial District area)",A Staff Data Scientist for Market Regulation Technology will support the establishment of data science and machine learning best practices as FINRA moves to...
85,Data Analyst / Data Scientist,Defined Clarity,"New York, NY",Must be able to write SQL queries and must have experience with data extraction. We have a client that is looking for a data scientist to add to its team....
86,Healthcare Data Science Consultant,Accenture,"New York, NY 10011 (Chelsea area)","Effectively utilize statistical, data mining, machine learning, and/or deep learning techniques in delivering data science insights...."
87,Data Analyst - Computer Vision,eBay Inc.,"New York, NY","You will be working with Data scientists, Data engineers and Software Engineers in a team which includes creating new AI/ML models, deploying those models into..."
88,Data Scientist,Conde Nast,"New York, NY 10007 (Financial District area)","Work with management and organizational peers to improve business results, by applying machine learning to ongoing business activities, and develop..."
89,"Research Analyst, Performance Management Design",Google,"New York, NY 10011 (Chelsea area)","Experience with basic data concepts and processes and using quantitative and qualitative research methods to provide insights, answer questions, and/or guide..."
90,Data Engineer - Investment Data Strategy,AIG,"New York, NY","Collaborate closely with other teams (Developers, Analysts, Business Partners and Scientists) to design, develop and deploy data tools that support machine..."
91,Data Scientist,Dow Jones,"New York, NY 10176 (Murray Hill area)",The data scientist will work closely with a data engineer to make the most of largely untapped audience data sets....
92,"Data Engineering Manager, Analytics (Instagram)",Facebook,"New York, NY 10017 (Midtown area)","Manage data warehouse plans across a product vertical. Build cross-functional relationships with Data Scientists, Product Managers and Software Engineers to..."
93,Machine Learning Engineer,Twitter,"New York, NY","Realizing this involves work in areas such as machine learning, applied data science, massive scale graph mining, recommendation systems, information retrieval..."
94,Intern Machine Learning & Design Research,Autodesk,"New York, NY 10010 (Gramercy area)","Our software is used by everyone - from design professionals, engineers and architects to digital scientists, students and hobbyists...."
95,Data Scientist (Data Startup),Averity,"New York, NY",We use sophisticated machine learning and AI for data extraction to provide predictive analytics and market insight to our client base....
96,Data Scientist,Disney Streaming Services,"New York, NY","The Data Scientist is a critical position within DSS and in the Data organization who specializes in applying machine learning methods to meet optimization,..."
97,Data Scientist,Aetna,"New York, NY 10008 (Financial District area)","Demonstrates proficiency in several areas of data modeling, machine learning algorithms, statistical analysis, data engineering and data visualization...."
98,AI Scientist,Accrete.AI,"New York, NY 10004 (Financial District area)","Two to three years of experience with Artificial Intelligence, Quantitative and Qualitative Analytics, Deep Learning, Machine Learning, Natural Language..."
99,Data Scientist I,AIG,"New York, NY","Data Scientists collaborate with AIG’s Life and Retirement businesses across multiple functions, including product, distribution, marketing, operations, and..."
100,"Staff Data Scientist - Technology - New York, NY",Finra,"New York, NY 10005 (Financial District area)",A Staff Data Scientist for Market Regulation Technology will support the establishment of data science and machine learning best practices as FINRA moves to...
101,Senior Data Scientist,Primary Search Management,"New York, NY 10107 (Midtown area)",Work with the Robotics and Analytics Swat Team during project intake and present new technologies that relate to solutions for high ROI applications of...
102,Data Scientist,Custoria,"New York, NY","The data science team mainly uses R, Scala, and Ruby, but that’s not set in stone, and we value the ability to learn new libraries and ecosystems...."
103,Customer Experience Analyst (Data Scientist),Glassbox,"New York, NY",Glassbox Customer Experience Analytics Team is seeking a Customer Facing Data Scientist work with the sales team to develop client relationships and deliver...
104,Data Scientist,Better,"New York, NY 10018 (Clinton area)",Migrate our data warehouse to Redshift. The data stack is all in Python 3.6. Build web scrapers to track price data for other mortgage lenders....
105,Data Scientist,ACLU,"New York, NY","The Data Scientist will work as part of the Data and Analytics team to design the ACLU’s testing strategies, build models, and deploy solutions to help the ACLU..."
106,Anti-Financial Crime (AFC) Anti-Money Laundering (AML) – Data Scientist - Associate,Deutsche Bank,"New York, NY","Knowledge in analytics tools, machine learning / AI languages and algorithms (e.g. Experience with big data analytics technologies...."
107,"Data Scientist, Redtech",WeWork,"New York, NY",We are seeking Data Scientists to join the Data & Analytics organization and provide insights and recommendations to drive the strategic direction for WeWork’s...
108,Sr. Data Scientist,MetroPlus Health Plan,"New York, NY","MetroPlus Health Plan provides the highest quality healthcare services to residents of Bronx, Brooklyn, Manhattan, Queens and Staten Island through a..."
109,Data & Insight Analyst 1,Mars,"New York, NY","Use machine learning techniques, visualizations, statistical analysis, etc., to gain insight into various data sets – some readily available, and some you..."
110,Data Scientist,JW Player,"New York, NY",Provide expertise on machine learning concepts for the broader Data team and inspire the adoption of data science across the entire breadth of our organization....
111,Data Scientist (Data Startup),Averity,"New York, NY",We use sophisticated machine learning and AI for data extraction to provide predictive analytics and market insight to our client base....
112,Data Scientist,Disney Streaming Services,"New York, NY","The Data Scientist is a critical position within DSS and in the Data organization who specializes in applying machine learning methods to meet optimization,..."
113,Data Scientist,Aetna,"New York, NY 10008 (Financial District area)","Demonstrates proficiency in several areas of data modeling, machine learning algorithms, statistical analysis, data engineering and data visualization...."
114,AI Scientist,Accrete.AI,"New York, NY 10004 (Financial District area)","Two to three years of experience with Artificial Intelligence, Quantitative and Qualitative Analytics, Deep Learning, Machine Learning, Natural Language..."
